id	class	method	parent	flags	annotations	visibility	non-primitive-return	path
1	de.gurkenlabs.litiengine.entities.AnimationInfo	spritePrefix()	0	[]		public	true	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/AnimationInfo.java
2	de.gurkenlabs.litiengine.entities.AnimationInfo	deathAnimations()	0	[]		public	true	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/AnimationInfo.java
3	de.gurkenlabs.litiengine.entities.MapArea	MapArea()	0	[]		public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/MapArea.java
4	de.gurkenlabs.litiengine.entities.MapArea	MapArea(double,double,double,double)	0	[false, false, false, false]		public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/MapArea.java
5	de.gurkenlabs.litiengine.entities.MapArea	MapArea(int,java.lang.String,double,double,double,double)	0	[false, false, false, false, false, false]		public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/MapArea.java
6	de.gurkenlabs.litiengine.entities.Entity	Entity()	0	[]		protected	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
7	de.gurkenlabs.litiengine.entities.Entity	Entity(boolean)	0	[false]		protected	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
8	de.gurkenlabs.litiengine.entities.Entity	Entity(int)	0	[false]		protected	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
9	de.gurkenlabs.litiengine.entities.Entity	Entity(java.lang.String)	0	[false]		protected	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
10	de.gurkenlabs.litiengine.entities.Entity	Entity(int,java.lang.String)	0	[false, false]		protected	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
11	de.gurkenlabs.litiengine.entities.Entity	addTransformListener(de.gurkenlabs.litiengine.entities.EntityTransformListener)	12	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
13	de.gurkenlabs.litiengine.entities.Entity	removeListener(de.gurkenlabs.litiengine.entities.EntityTransformListener)	14	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
15	de.gurkenlabs.litiengine.entities.Entity	addListener(de.gurkenlabs.litiengine.entities.EntityListener)	16	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
17	de.gurkenlabs.litiengine.entities.Entity	removeListener(de.gurkenlabs.litiengine.entities.EntityListener)	18	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
19	de.gurkenlabs.litiengine.entities.Entity	onRendered(de.gurkenlabs.litiengine.entities.EntityRenderedListener)	20	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
21	de.gurkenlabs.litiengine.entities.Entity	removeListener(de.gurkenlabs.litiengine.entities.EntityRenderedListener)	22	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
23	de.gurkenlabs.litiengine.entities.Entity	addEntityRenderListener(de.gurkenlabs.litiengine.entities.EntityRenderListener)	24	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
25	de.gurkenlabs.litiengine.entities.Entity	removeListener(de.gurkenlabs.litiengine.entities.EntityRenderListener)	26	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
27	de.gurkenlabs.litiengine.entities.Entity	onMessage(de.gurkenlabs.litiengine.entities.EntityMessageListener)	28	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
29	de.gurkenlabs.litiengine.entities.Entity	onMessage(java.lang.String,de.gurkenlabs.litiengine.entities.EntityMessageListener)	30	[false, false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
31	de.gurkenlabs.litiengine.entities.Entity	removeListener(de.gurkenlabs.litiengine.entities.EntityMessageListener)	32	[false]	java.lang.Override	public	false	/home/nima/Developer/nullness-benchmarks/litiengine/src/de/gurkenlabs/litiengine/entities/Entity.java
