id	class	method	parent	size	flags	nullable	visibility	non-primitive-return	uri
1	de.gurkenlabs.litiengine.IUpdateable	update()	0	0	[]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/IUpdateable.java
2	de.gurkenlabs.litiengine.DefaultUncaughtExceptionHandler	DefaultUncaughtExceptionHandler(boolean)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/DefaultUncaughtExceptionHandler.java
3	de.gurkenlabs.litiengine.DefaultUncaughtExceptionHandler	uncaughtException(java.lang.Thread,java.lang.Throwable)	4	2	[false, false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/DefaultUncaughtExceptionHandler.java
5	de.gurkenlabs.litiengine.DefaultUncaughtExceptionHandler	exitOnException()	0	0	[]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/DefaultUncaughtExceptionHandler.java
6	de.gurkenlabs.litiengine.DefaultUncaughtExceptionHandler	setExitOnException(boolean)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/DefaultUncaughtExceptionHandler.java
7	de.gurkenlabs.litiengine.GameInfo	GameInfo()	0	0	[]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
8	de.gurkenlabs.litiengine.GameInfo	getCompany()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
9	de.gurkenlabs.litiengine.GameInfo	getDescription()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
10	de.gurkenlabs.litiengine.GameInfo	getWebsite()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
11	de.gurkenlabs.litiengine.GameInfo	getWebsiteURL()	0	0	[]	true	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
12	de.gurkenlabs.litiengine.GameInfo	getDevelopers()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
13	de.gurkenlabs.litiengine.GameInfo	getName()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
14	de.gurkenlabs.litiengine.GameInfo	getPublisher()	0	0	[]	true	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
15	de.gurkenlabs.litiengine.GameInfo	getSubTitle()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
16	de.gurkenlabs.litiengine.GameInfo	getVersion()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
17	de.gurkenlabs.litiengine.GameInfo	getTitle()	0	0	[]	false	public	true	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
18	de.gurkenlabs.litiengine.GameInfo	setCompany(java.lang.String)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
19	de.gurkenlabs.litiengine.GameInfo	setDescription(java.lang.String)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
20	de.gurkenlabs.litiengine.GameInfo	setDevelopers(java.lang.String...)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
21	de.gurkenlabs.litiengine.GameInfo	setName(java.lang.String)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
22	de.gurkenlabs.litiengine.GameInfo	setSubTitle(java.lang.String)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
23	de.gurkenlabs.litiengine.GameInfo	setVersion(java.lang.String)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
24	de.gurkenlabs.litiengine.GameInfo	setWebsite(java.lang.String)	0	1	[false]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/GameInfo.java
25	de.gurkenlabs.litiengine.environment.tilemap.xml.CustomPropertyProvider	CustomPropertyProvider()	0	0	[]	false	public	false	file:///tmp/projects/litiengine/src/de/gurkenlabs/litiengine/environment/tilemap/xml/CustomPropertyProvider.java
